Frame	 PSNR-Y 	 PSNR-U 	 PSNR-V 	 PSNR-All 	 Frame	  SSIM-Y	  SSIM-U	  SSIM-V	  SSIM-All	 Frame
  242	 37.282934	 37.725122	 38.774047	 37.572813	     	  0.955454	  0.897203	  0.914691	  0.938952	     
  243	 36.857624	 37.464327	 38.543589	 37.197857	  min	  0.953292	  0.893083	  0.911068	  0.936220	     
  244	 36.900861	 37.509195	 38.650981	 37.249142	     	  0.952150	  0.893398	  0.912870	  0.935811	     
  245	 36.831209	 37.486281	 38.618858	 37.191314	  min	  0.953722	  0.893727	  0.911492	  0.936684	     
  246	 37.297143	 37.699380	 38.825359	 37.585233	     	  0.955928	  0.897187	  0.914450	  0.939225	     
  247	 36.753888	 37.437366	 38.602999	 37.125740	  min	  0.953585	  0.893669	  0.911142	  0.936525	     
  248	 36.860967	 37.529254	 38.755307	 37.235796	     	  0.952993	  0.894380	  0.913529	  0.936647	     
  249	 36.782267	 37.396203	 38.612316	 37.140998	     	  0.954462	  0.893200	  0.910584	  0.936939	     
  250	 37.396110	 37.598920	 38.753533	 37.629594	     	  0.956961	  0.896188	  0.912481	  0.939419	     
  251	 36.625147	 37.320043	 38.541682	 37.006714	  min	  0.953779	  0.892361	  0.909336	  0.936135	     
  252	 36.864202	 37.443086	 38.674554	 37.215064	     	  0.953252	  0.892954	  0.910955	  0.936153	     
  253	 36.696421	 37.268462	 38.535045	 37.049558	     	  0.954572	  0.891668	  0.908660	  0.936436	     
  254	 37.391396	 37.536486	 38.729374	 37.612637	     	  0.957458	  0.895526	  0.911401	  0.939460	     
  255	 36.600045	 37.283423	 38.590167	 36.988369	  min	  0.954361	  0.892639	  0.909585	  0.936611	     
  256	 36.934931	 37.549993	 38.795564	 37.297461	     	  0.954196	  0.895593	  0.912807	  0.937531	     
  257	 36.664342	 37.315868	 38.609091	 37.042443	     	  0.955030	  0.892899	  0.909657	  0.937113	     
  258	 37.351593	 37.538061	 38.748865	 37.587433	     	  0.957532	  0.895466	  0.911478	  0.939512	     
  259	 36.623713	 37.267626	 38.633220	 37.008095	     	  0.954493	  0.892717	  0.909985	  0.936779	     
  260	 36.888425	 37.563470	 38.850893	 37.272256	     	  0.954305	  0.896192	  0.913218	  0.937772	     
  261	 36.599248	 37.336686	 38.720096	 37.010843	     	  0.954555	  0.893746	  0.910891	  0.937143	     
  262	 37.313862	 37.509376	 38.764885	 37.558047	     	  0.957535	  0.894899	  0.911210	  0.939375	     
  263	 36.587930	 37.290802	 38.702523	 36.993460	     	  0.954339	  0.893117	  0.910540	  0.936835	     
  264	 36.897871	 37.498228	 38.801037	 37.263081	     	  0.954605	  0.894997	  0.911700	  0.937520	     
  265	 36.659350	 37.278651	 38.666795	 37.039622	     	  0.955249	  0.893125	  0.909608	  0.937288	     
  266	 37.255426	 37.434253	 38.687320	 37.494376	     	  0.957669	  0.893730	  0.909511	  0.938986	     
  267	 36.754597	 37.243610	 38.651997	 37.101365	     	  0.955429	  0.892871	  0.909447	  0.937339	     
  268	 36.919657	 37.420055	 38.718567	 37.256652	     	  0.954961	  0.893582	  0.910094	  0.937253	     
  269	 36.848385	 37.195120	 38.604905	 37.155308	     	  0.956068	  0.891777	  0.908601	  0.937442	     
  270	 36.997899	 37.214491	 38.536810	 37.256635	     	  0.956739	  0.890462	  0.907089	  0.937418	     
  271	 36.971447	 37.176463	 38.589241	 37.237942	     	  0.956366	  0.891338	  0.908155	  0.937493	     
  272	 36.935338	 37.381432	 38.660743	 37.254774	     	  0.955179	  0.892690	  0.908821	  0.937038	     
  273	 36.854821	 37.155671	 38.573296	 37.149582	     	  0.956101	  0.890994	  0.907860	  0.937210	     
  274	 36.950428	 37.211025	 38.561201	 37.225409	     	  0.956228	  0.890653	  0.907278	  0.937141	     
  275	 36.820348	 37.197963	 38.570786	 37.131628	     	  0.955873	  0.891283	  0.907776	  0.937092	     
  276	 36.879882	 37.356856	 38.621981	 37.206314	     	  0.955174	  0.891946	  0.908122	  0.936794	     
  277	 36.952663	 37.199490	 38.559191	 37.224818	     	  0.956404	  0.890709	  0.907601	  0.937321	     
  278	 37.056635	 37.131331	 38.531943	 37.283264	     	  0.956506	  0.889163	  0.906876	  0.937010	     
  279	 37.010815	 37.109456	 38.502449	 37.243607	     	  0.956054	  0.888957	  0.906663	  0.936639	     
  280	 36.679711	 37.081260	 38.460976	 36.998591	     	  0.953615	  0.887529	  0.905715	  0.934617	     
  281	 36.976378	 37.108303	 38.461672	 37.214081	     	  0.955785	  0.888276	  0.906032	  0.936241	     
  282	 37.098069	 37.155875	 38.509911	 37.313798	     	  0.956331	  0.888692	  0.906489	  0.936751	     
  283	 36.996574	 37.168567	 38.522468	 37.246157	     	  0.955763	  0.889053	  0.906825	  0.936488	     
  284	 36.785153	 37.177392	 38.535136	 37.098776	     	  0.954165	  0.888740	  0.906609	  0.935335	     
  285	 30.596480	 33.720022	 37.497525	 31.665102	  min	  0.796094	  0.810854	  0.897991	  0.815537	     
  286	 30.834976	 33.696388	 37.467588	 31.863675	     	  0.802000	  0.810438	  0.897306	  0.819291	     
  287	 34.882306	 36.121501	 39.434774	 35.586146	     	  0.909439	  0.859689	  0.917096	  0.902423	     
  288	 38.776344	 38.910962	 41.711877	 39.171509	     	  0.959087	  0.910811	  0.940481	  0.947940	     
  289	 38.095138	 38.667757	 41.594337	 38.614892	     	  0.956676	  0.908629	  0.939908	  0.945873	     
  290	 38.267296	 38.467758	 41.475364	 38.698705	     	  0.956949	  0.905609	  0.938680	  0.945348	     
  291	 37.870851	 38.350598	 41.396790	 38.377406	     	  0.955334	  0.904694	  0.938053	  0.944014	     
  292	 37.999573	 38.283396	 41.367766	 38.459412	     	  0.954809	  0.903321	  0.937470	  0.943338	     
  293	 37.783269	 38.159191	 41.297194	 38.271242	     	  0.954728	  0.901642	  0.936928	  0.942914	     
  294	 37.896930	 38.094620	 41.255034	 38.340839	     	  0.954849	  0.899763	  0.936125	  0.942547	     
  295	 37.729816	 38.040975	 41.219267	 38.204612	     	  0.954280	  0.899086	  0.935802	  0.942001	     
  296	 37.930938	 38.060518	 41.229628	 38.357675	     	  0.954267	  0.898339	  0.935461	  0.941811	     
  297	 37.739957	 37.968763	 41.153657	 38.194052	     	  0.954393	  0.897352	  0.934870	  0.941632	     
  298	 37.880905	 37.932983	 41.156240	 38.291701	     	  0.954318	  0.896113	  0.934507	  0.941316	     
  299	 37.749235	 37.922100	 41.138145	 38.191368	     	  0.954098	  0.896141	  0.934512	  0.941174	     
  300	 37.888864	 37.924589	 41.138285	 38.294457	     	  0.953653	  0.895190	  0.934095	  0.940649	     
  301	 37.733833	 37.870402	 41.079653	 38.165852	     	  0.954113	  0.894664	  0.933927	  0.940840	     
  302	 37.853441	 37.834669	 41.065304	 38.245835	     	  0.954019	  0.893415	  0.933458	  0.940492	     
  303	 37.702732	 37.824759	 41.024434	 38.130094	     	  0.953875	  0.893386	  0.933108	  0.940332	     
  304	 37.862839	 37.845352	 41.052467	 38.253528	     	  0.953468	  0.892770	  0.932981	  0.939937	     
  305	 37.685833	 37.810935	 41.017606	 38.114606	     	  0.953749	  0.892817	  0.932927	  0.940123	     
  306	 37.810485	 37.789615	 41.001542	 38.200679	     	  0.953571	  0.891970	  0.932395	  0.939775	     
  307	 37.659931	 37.789677	 40.983556	 38.088837	     	  0.953417	  0.892234	  0.932132	  0.939672	     
  308	 37.829379	 37.789207	 40.993952	 38.213710	     	  0.953115	  0.891525	  0.931727	  0.939285	     
  309	 37.649945	 37.743067	 40.968125	 38.071824	     	  0.953461	  0.891382	  0.931798	  0.939504	     
  310	 37.808029	 37.724413	 40.959692	 38.183209	     	  0.953569	  0.890538	  0.931518	  0.939389	     
  311	 37.646997	 37.716137	 40.947881	 38.063074	     	  0.953249	  0.890601	  0.931607	  0.939200	     
  312	 37.826974	 37.716186	 40.961399	 38.195591	     	  0.952985	  0.889577	  0.931261	  0.938796	     
  313	 37.654760	 37.677022	 40.911510	 38.058541	     	  0.953298	  0.889705	  0.931261	  0.939026	     
  314	 37.783263	 37.663278	 40.913023	 38.149756	     	  0.953269	  0.888868	  0.930868	  0.938802	     
  315	 37.640210	 37.667000	 40.903040	 38.045339	     	  0.953272	  0.889235	  0.930871	  0.938865	     
  316	 37.796630	 37.694220	 40.935933	 38.167236	     	  0.952609	  0.888657	  0.930705	  0.938300	     
  317	 37.629768	 37.660020	 40.887366	 38.035075	     	  0.953175	  0.888941	  0.930707	  0.938725	     
  318	 37.765126	 37.648566	 40.884742	 38.131361	     	  0.953024	  0.888252	  0.930533	  0.938480	     
  319	 37.596442	 37.638081	 40.868468	 38.005061	     	  0.952749	  0.888468	  0.930478	  0.938324	     
  320	 37.774244	 37.652959	 40.902583	 38.140370	     	  0.952247	  0.887821	  0.930180	  0.937831	     
  321	 37.620358	 37.625059	 40.871638	 38.020466	     	  0.952747	  0.888188	  0.930416	  0.938265	     
  322	 37.757819	 37.629916	 40.884845	 38.122593	     	  0.952783	  0.887673	  0.930233	  0.938173	     
  323	 37.605040	 37.630351	 40.867469	 38.009866	     	  0.952533	  0.888036	  0.930222	  0.938065	     
  324	 37.757114	 37.653917	 40.875342	 38.125712	     	  0.951886	  0.887387	  0.929705	  0.937439	     
  325	 37.607302	 37.618550	 40.836048	 38.006650	     	  0.952630	  0.887815	  0.929766	  0.938017	     
  326	 37.729617	 37.630119	 40.827314	 38.097082	     	  0.952489	  0.887432	  0.929352	  0.937790	     
  327	 37.568609	 37.625820	 40.827317	 37.978898	     	  0.952314	  0.887517	  0.929485	  0.937709	     
  328	 37.730019	 37.640638	 40.849137	 38.101260	     	  0.951659	  0.886674	  0.929142	  0.937076	     
  329	 37.564241	 37.615174	 40.807463	 37.972053	     	  0.952164	  0.887274	  0.929194	  0.937520	     
  330	 37.722801	 37.626821	 40.819549	 38.090834	     	  0.952291	  0.886912	  0.929049	  0.937521	     
  331	 37.561783	 37.612285	 40.805069	 37.969522	     	  0.951986	  0.887180	  0.929166	  0.937382	     
  332	 37.711031	 37.623380	 40.823541	 38.082007	     	  0.951314	  0.886564	  0.928934	  0.936792	     
  333	 37.681945	 37.665688	 40.848006	 38.070792	     	  0.952632	  0.887617	  0.929386	  0.937922	     
  334	 37.781869	 37.641816	 40.842311	 38.138460	     	  0.951980	  0.886450	  0.929002	  0.937229	     
  335	 37.842384	 37.664103	 40.850854	 38.187141	     	  0.952331	  0.886838	  0.929013	  0.937529	     
  336	 38.791221	 38.902214	 41.745612	 39.183941	     	  0.959253	  0.910507	  0.940600	  0.948020	     
  337	 38.038536	 38.670394	 41.617914	 38.574675	     	  0.956583	  0.908634	  0.940107	  0.945846	     
  338	 38.049149	 38.415702	 41.497906	 38.530072	     	  0.956037	  0.905050	  0.938808	  0.944667	     
  339	 37.811987	 38.336511	 41.453620	 38.335540	     	  0.954982	  0.904205	  0.938457	  0.943765	     
  340	 38.013721	 38.306091	 41.415399	 38.477891	     	  0.955017	  0.903183	  0.937587	  0.943473	     
  341	 37.795725	 38.190423	 41.333623	 38.288891	     	  0.955024	  0.901923	  0.937085	  0.943184	     
  342	 37.908061	 38.082643	 41.286371	 38.349601	     	  0.954920	  0.899638	  0.936388	  0.942618	     
  343	 37.674141	 38.070119	 41.280259	 38.173125	     	  0.954099	  0.899691	  0.936422	  0.942085	     
  344	 37.961815	 38.082675	 41.253200	 38.386366	     	  0.954593	  0.898992	  0.935734	  0.942183	     
  345	 37.728302	 37.987230	 41.160290	 38.189211	     	  0.954554	  0.897833	  0.935120	  0.941861	     
  346	 37.842002	 37.922970	 41.157409	 38.261456	     	  0.954492	  0.896080	  0.934873	  0.941487	     
  347	 37.566904	 37.909353	 41.129410	 38.053142	     	  0.953395	  0.895919	  0.934706	  0.940701	     
  348	 37.905954	 37.937776	 41.174524	 38.312493	     	  0.954296	  0.895372	  0.934585	  0.941190	     
  349	 37.684707	 37.857012	 41.116511	 38.130351	     	  0.954135	  0.894699	  0.934427	  0.940945	     
  350	 37.817371	 37.825753	 41.093424	 38.220286	     	  0.954198	  0.893652	  0.933781	  0.940704	     
  351	 37.574853	 37.803763	 41.052855	 38.034351	     	  0.953455	  0.893514	  0.933417	  0.940125	     
  352	 37.861572	 37.848712	 41.064029	 38.254229	     	  0.953681	  0.893409	  0.933104	  0.940206	     
  353	 37.660888	 37.790659	 41.003459	 38.091417	     	  0.953675	  0.892838	  0.932771	  0.940052	     
  354	 37.793150	 37.767641	 40.994896	 38.183428	     	  0.953590	  0.891899	  0.932435	  0.939782	     
  355	 37.546087	 37.746901	 40.988183	 37.997640	     	  0.952815	  0.891941	  0.932441	  0.939274	     
  356	 37.863243	 37.774181	 41.022709	 38.238100	     	  0.953459	  0.891481	  0.932444	  0.939627	     
  357	 37.624760	 37.719923	 40.986629	 38.050726	     	  0.953309	  0.891132	  0.932576	  0.939491	     
  358	 37.773178	 37.697589	 40.969364	 38.153743	     	  0.953435	  0.890185	  0.932004	  0.939322	     
  359	 37.512215	 37.681155	 40.955294	 37.958206	     	  0.952701	  0.890249	  0.932037	  0.938848	     
  360	 37.828842	 37.718239	 40.991376	 38.199965	     	  0.953016	  0.889864	  0.931796	  0.938954	     
  361	 37.620952	 37.663734	 40.927807	 38.032770	     	  0.953274	  0.889681	  0.931576	  0.939059	     
  362	 37.756974	 37.667942	 40.933589	 38.133339	     	  0.953256	  0.889339	  0.931281	  0.938941	     
  363	 37.496390	 37.664022	 40.895659	 37.938469	     	  0.952439	  0.889531	  0.931001	  0.938381	     
  364	 37.808948	 37.711838	 40.947787	 38.180497	     	  0.952663	  0.889169	  0.931054	  0.938479	     
  365	 37.418775	 37.590012	 40.848770	 37.864078	     	  0.951647	  0.888021	  0.930546	  0.937526	     
  366	 37.483671	 37.495100	 40.797807	 37.890405	     	  0.950893	  0.885942	  0.929777	  0.936549	     
  367	 37.134420	 37.439175	 40.741107	 37.617745	     	  0.949460	  0.885433	  0.929430	  0.935450	     
  368	 37.336565	 37.427306	 40.756361	 37.766616	     	  0.949007	  0.884309	  0.929124	  0.934910	     
  369	 37.223611	 37.423732	 40.750345	 37.682064	     	  0.949874	  0.884968	  0.929377	  0.935640	     
  370	 37.484418	 37.430524	 40.765760	 37.876353	     	  0.950325	  0.884366	  0.929188	  0.935809	     
  371	 37.185899	 37.391806	 40.689871	 37.643498	     	  0.949143	  0.884329	  0.928711	  0.934935	     
  372	 37.251125	 37.360745	 40.692570	 37.686381	     	  0.948100	  0.882939	  0.928029	  0.933894	     
  373	 37.182551	 37.369616	 40.683159	 37.636539	     	  0.949148	  0.883632	  0.928546	  0.934795	     
  374	 37.425225	 37.381882	 40.690136	 37.817696	     	  0.949422	  0.882952	  0.928199	  0.934807	     
  375	 37.124986	 37.329113	 40.652695	 37.584228	     	  0.948361	  0.882810	  0.928092	  0.934057	     
  376	 37.193800	 37.307807	 40.670181	 37.632748	     	  0.947238	  0.881386	  0.927523	  0.932977	     
  377	 36.332797	 37.133026	 40.582750	 36.947966	     	  0.941542	  0.879158	  0.926849	  0.928696	     
  378	 41.231484	 43.106710	 44.040430	 41.875509	     	  0.958938	  0.969361	  0.973885	  0.963167	     
  379	 41.339457	 43.082621	 44.063783	 41.958073	     	  0.959456	  0.969428	  0.973970	  0.963537	     
  380	 41.362572	 43.071806	 44.016433	 41.969531	     	  0.959666	  0.969178	  0.973968	  0.963635	     
  381	 41.818738	 43.265195	 44.217631	 42.363794	     	  0.962354	  0.970183	  0.974594	  0.965699	     
  382	 41.975686	 43.371741	 44.283103	 42.503855	     	  0.962891	  0.970189	  0.974550	  0.966050	     
  383	 42.143034	 43.439579	 44.338315	 42.644976	     	  0.963717	  0.970454	  0.974730	  0.966675	     
  384	 44.351151	 45.224912	 45.931585	 44.719011	     	  0.975311	  0.977455	  0.979917	  0.976436	     
  385	 43.979865	 45.302005	 46.008234	 44.466174	     	  0.974105	  0.978112	  0.980886	  0.975903	     
  386	 44.141442	 45.262718	 46.054731	 44.586059	     	  0.972586	  0.978264	  0.981269	  0.974980	     
  387	 43.916025	 45.223503	 46.044599	 44.411900	     	  0.971826	  0.978535	  0.981775	  0.974602	     
  388	 44.202730	 45.202342	 46.053469	 44.622335	     	  0.972212	  0.977957	  0.981330	  0.974689	     
  389	 43.582749	 44.997964	 45.978321	 44.123200	     	  0.970330	  0.977391	  0.981259	  0.973328	     
  390	 44.166237	 45.006888	 45.967048	 44.556312	     	  0.973082	  0.977605	  0.981482	  0.975236	     
  391	 43.860995	 44.866947	 45.826237	 44.295095	     	  0.973234	  0.977337	  0.981204	  0.975246	     
  392	 44.124197	 44.822308	 45.756699	 44.472038	     	  0.974188	  0.976863	  0.980949	  0.975761	     
  393	 43.387664	 44.582794	 45.540179	 43.870556	     	  0.971552	  0.976068	  0.980052	  0.973721	     
  394	 43.253103	 44.487949	 45.287534	 43.728012	     	  0.969601	  0.974695	  0.978036	  0.971856	     
  395	 42.833437	 44.316331	 45.014672	 43.359174	     	  0.967477	  0.973546	  0.976227	  0.969947	     
  396	 42.760520	 44.203552	 44.837001	 43.268868	     	  0.966805	  0.972880	  0.975486	  0.969264	     
  397	 42.987393	 44.326736	 45.065148	 43.481809	     	  0.968566	  0.973474	  0.976236	  0.970662	     
  398	 42.934467	 44.389759	 45.083883	 43.452873	     	  0.967992	  0.973341	  0.975981	  0.970215	     
  399	 42.586364	 44.296406	 44.989863	 43.166699	     	  0.966006	  0.973186	  0.975735	  0.968824	     
  400	 42.459672	 44.360744	 44.995546	 43.078470	     	  0.965032	  0.973005	  0.975454	  0.968098	     
  401	 42.530150	 44.294621	 44.987339	 43.123298	     	  0.965969	  0.973212	  0.975644	  0.968789	     
  402	 42.679282	 44.375104	 45.069561	 43.256338	     	  0.966613	  0.973352	  0.975835	  0.969273	     
  403	 42.539268	 44.352752	 45.044696	 43.143839	     	  0.966014	  0.973445	  0.975764	  0.968878	     
  404	 42.569910	 44.393799	 45.068341	 43.175039	     	  0.966033	  0.973196	  0.975621	  0.968825	     
  405	 42.556551	 44.365280	 45.076376	 43.162068	     	  0.966292	  0.973483	  0.975855	  0.969084	     
  406	 42.743753	 44.414442	 45.119637	 43.315981	     	  0.967271	  0.973467	  0.975828	  0.969730	     
  407	 42.586270	 44.394126	 45.093473	 43.190321	     	  0.966685	  0.973496	  0.975723	  0.969327	     
  408	 42.565313	 44.454212	 45.070679	 43.179321	     	  0.966528	  0.973459	  0.975484	  0.969176	     
  409	 42.646804	 44.403865	 45.102324	 43.238827	     	  0.967123	  0.973705	  0.975747	  0.969657	     
  410	 42.806117	 44.467158	 45.154405	 43.374052	     	  0.967767	  0.973711	  0.975788	  0.970095	     
  411	 42.719829	 44.414362	 45.117074	 43.297483	     	  0.967429	  0.973702	  0.975723	  0.969857	     
  412	 42.707135	 44.512861	 45.149554	 43.303905	     	  0.967324	  0.973705	  0.975700	  0.969784	     
  413	 42.623896	 44.405223	 45.107376	 43.222033	     	  0.966749	  0.973710	  0.975744	  0.969408	     
  414	 43.107994	 44.533486	 45.240609	 43.620460	     	  0.969647	  0.974286	  0.976698	  0.971596	     
  415	 43.099069	 44.597391	 45.529624	 43.654550	     	  0.969170	  0.975400	  0.978837	  0.971819	     
  416	 43.388742	 44.569001	 45.467694	 43.861121	     	  0.968617	  0.975117	  0.978798	  0.971397	     
  417	 42.580424	 44.359865	 45.251349	 43.198173	     	  0.965233	  0.974310	  0.977406	  0.968775	     
  418	 42.894867	 44.436100	 45.272965	 43.450365	     	  0.966442	  0.974107	  0.977246	  0.969520	     
  419	 43.161468	 44.535718	 45.399042	 43.678877	     	  0.968817	  0.974736	  0.978119	  0.971354	     
